date,value
2021-08-31,370395
2021-09-01,370489
2021-09-02,371652
2021-09-03,371774
2021-09-06,371702
2021-09-08,371234
2021-09-09,371541
2021-09-10,371505
2021-09-13,371376
2021-09-14,371573
2021-09-15,371530
2021-09-16,370887
2021-09-17,370426
2021-09-20,370518
2021-09-21,370739
2021-09-22,370699
2021-09-23,370114
2021-09-24,369677
2021-09-27,369636
2021-09-28,369066
2021-09-29,368804
2021-09-30,368886
2021-10-01,369476
2021-10-04,369647
2021-10-05,369460
2021-10-06,369200
2021-10-07,369192
2021-10-08,368932
2021-10-11,368845
2021-10-13,368991
2021-10-14,369382
2021-10-15,369041
2021-10-18,368520
2021-10-19,368929
2021-10-20,368986
2021-10-21,368206
2021-10-22,368067
2021-10-25,368582
2021-10-26,368381
2021-10-27,368535
2021-10-28,368887
2021-10-29,367927
2021-11-01,368043
2021-11-03,368040
2021-11-04,368713
2021-11-05,369214
2021-11-08,369308
2021-11-09,369531
2021-11-10,368731
2021-11-11,368448
2021-11-12,368350
2021-11-16,368050
2021-11-17,367995
2021-11-18,368377
2021-11-19,368487
2021-11-22,367291
2021-11-23,366666
2021-11-24,366313
2021-11-25,366392
2021-11-26,367947
2021-11-29,367793
2021-11-30,367772
2021-12-01,367522
2021-12-02,367540
2021-12-03,366514
2021-12-06,366634
2021-12-07,366388
2021-12-08,366299
2021-12-09,366513
2021-12-10,366709
2021-12-13,366774
2021-12-14,365928
2021-12-15,364853
2021-12-16,365224
2021-12-17,364227
2021-12-20,363420
2021-12-21,362782
2021-12-22,363200
2021-12-23,362695
2021-12-24,362768
2021-12-27,361919
2021-12-28,362001
2021-12-29,361803
2021-12-30,361938
2021-12-31,362204
2022-01-03,361414
2022-01-04,361262
2022-01-05,361146
2022-01-06,359951
2022-01-07,359730
2022-01-10,359624
2022-01-11,359865
2022-01-12,360643
2022-01-13,360742
2022-01-14,360438
2022-01-17,360319
2022-01-18,359168
2022-01-19,359197
2022-01-20,359424
2022-01-21,359630
2022-01-24,359423
2022-01-25,359736
2022-01-26,359387
2022-01-27,357837
2022-01-28,358091
2022-01-31,358398
2022-02-01,358693
2022-02-02,360200
2022-02-03,359677
2022-02-04,358706
2022-02-07,358623
2022-02-08,358384
2022-02-09,358672
2022-02-10,357757
2022-02-11,357205
2022-02-14,357136
2022-02-15,357216
2022-02-16,357575
2022-02-17,358274
2022-02-18,358447
2022-02-21,358466
2022-02-22,358157
2022-02-23,357950
2022-02-24,357772
2022-02-25,357740
2022-03-02,359060
2022-03-03,358855
2022-03-04,359728
2022-03-07,358934
2022-03-08,358411
2022-03-09,357815
2022-03-10,357124
2022-03-11,356586
2022-03-14,355396
2022-03-15,355299
2022-03-16,354876
2022-03-17,355448
2022-03-18,355402
2022-03-21,354668
2022-03-22,353200
2022-03-23,353290
2022-03-24,353528
2022-03-25,352198
2022-03-28,351745
2022-03-29,351823
2022-03-30,352800
2022-03-31,353169
2022-04-01,351651
2022-04-04,352209
2022-04-05,350797
2022-04-06,350181
2022-04-07,350063
2022-04-08,349635
2022-04-11,348949
2022-04-12,349802
2022-04-13,350454
2022-04-14,349092
2022-04-18,348718
2022-04-19,347946
2022-04-20,348268
2022-04-22,346610
2022-04-25,347369
2022-04-26,346849
2022-04-27,346362
2022-04-28,345143
2022-04-29,345097
2022-05-02,344087
2022-05-03,344300
2022-05-04,343828
2022-05-05,343401
2022-05-06,343153
2022-05-09,343241
2022-05-10,343682
2022-05-11,343410
2022-05-12,343856
2022-05-13,343669
2022-05-16,344329
2022-05-17,344065
2022-05-18,344015
2022-05-19,345224
2022-05-20,345336
2022-05-23,345678
2022-05-24,346919
2022-05-25,346708
2022-05-26,346897
2022-05-27,347359
2022-05-30,347593
2022-05-31,346415
2022-06-01,345165
2022-06-02,345746
2022-06-03,345227
2022-06-06,344560
2022-06-07,344892
2022-06-08,344522
2022-06-09,343507
2022-06-10,341795
2022-06-13,338842
2022-06-14,337412
2022-06-15,337934
2022-06-17,339169
2022-06-20,339368
2022-06-21,339385
2022-06-22,340683
2022-06-23,342090
2022-06-24,341786
2022-06-27,341369
2022-06-28,340438
2022-06-29,341097
2022-06-30,341958
2022-07-01,343236
2022-07-04,343235
2022-07-05,343276
2022-07-06,342293
2022-07-07,341329
2022-07-08,340766
2022-07-11,341010
2022-07-12,341389
2022-07-13,341142
2022-07-14,340108
2022-07-15,340950
2022-07-18,340840
2022-07-19,341292
2022-07-20,340953
2022-07-21,341649
2022-07-22,343538
2022-07-25,343521
2022-07-26,343717
2022-07-27,343729
2022-07-28,345630
2022-07-29,346403
2022-08-01,346867
2022-08-02,345649
2022-08-03,344179
2022-08-04,345484
2022-08-05,343542
2022-08-08,344321
2022-08-09,344044
2022-08-10,345384
2022-08-11,344741
2022-08-12,344365
2022-08-15,344840
2022-08-16,344152
2022-08-17,343118
2022-08-18,343625
2022-08-19,341910
2022-08-22,341119
2022-08-23,341692
2022-08-24,340802
2022-08-25,341247
2022-08-26,340976
2022-08-29,340199
2022-08-30,339552
2022-08-31,339664
2022-09-01,338105
2022-09-02,339056
2022-09-05,338721
2022-09-06,337635
2022-09-08,337773
2022-09-09,338211
2022-09-12,338729
2022-09-13,336480
2022-09-14,336337
2022-09-15,335580
2022-09-16,335475
2022-09-19,335165
2022-09-20,334316
2022-09-21,333873
2022-09-22,332451
2022-09-23,330782
2022-09-26,329493
2022-09-27,326079
2022-09-28,327876
2022-09-29,327403
2022-09-30,327580
2022-10-03,329061
2022-10-04,330049
2022-10-05,328456
2022-10-06,327657
2022-10-07,326820
2022-10-10,326282
2022-10-11,326330
2022-10-13,325463
2022-10-14,325024
2022-10-17,326024
2022-10-18,325849
2022-10-19,324717
2022-10-20,324352
2022-10-21,323490
2022-10-24,323706
2022-10-25,325092
2022-10-26,326321
2022-10-27,326940
2022-10-28,326356
2022-10-31,325546
2022-11-01,325556
2022-11-03,323575
2022-11-04,324652
2022-11-07,325102
2022-11-08,325871
2022-11-09,325962
2022-11-10,329605
2022-11-11,330560
2022-11-14,329973
2022-11-16,331796
2022-11-17,330476
2022-11-18,330866
2022-11-21,330157
2022-11-22,330695
2022-11-23,331558
2022-11-24,331952
2022-11-25,331842
2022-11-28,332001
2022-11-29,331892
2022-11-30,331505
2022-12-01,334715
2022-12-02,334542
2022-12-05,332792
2022-12-06,332475
2022-12-07,333316
2022-12-08,333509
2022-12-09,333097
2022-12-12,329823
2022-12-13,331715
2022-12-14,331844
2022-12-15,330913
2022-12-16,330581
2022-12-19,330054
2022-12-20,330064
2022-12-21,330272
2022-12-22,330067
2022-12-23,329523
2022-12-26,329659
2022-12-27,327065
2022-12-28,326351
2022-12-29,324792
2022-12-30,324703
2023-01-02,324929
2023-01-03,325245
2023-01-04,326369
2023-01-05,325206
2023-01-06,327458
2023-01-09,328850
2023-01-10,328166
2023-01-11,328673
2023-01-12,329838
2023-01-13,330549
2023-01-16,330441
2023-01-17,330716
2023-01-18,332005
2023-01-19,331622
2023-01-20,331121
2023-01-23,331145
2023-01-24,331425
2023-01-25,331666
2023-01-26,331363
2023-01-27,331219
2023-01-30,330996
2023-01-31,331122
2023-02-01,331799
2023-02-02,336035
2023-02-03,333599
2023-02-06,331672
2023-02-07,331805
2023-02-08,331853
2023-02-09,332188
2023-02-10,331112
2023-02-13,331061
2023-02-14,330597
2023-02-15,329822
2023-02-16,329583
2023-02-17,329386
2023-02-22,328752
2023-02-23,328425
2023-02-24,327404
2023-02-27,327912
2023-02-28,328098
2023-03-01,327949
2023-03-02,332775
2023-03-03,333208
2023-03-06,333873
2023-03-07,332905
2023-03-08,332730
2023-03-09,332792
2023-03-10,335690
2023-03-13,338959
2023-03-14,337689
2023-03-15,340168
2023-03-16,338929
2023-03-17,340486
2023-03-20,340481
2023-03-21,339480
2023-03-22,339628
2023-03-23,342190
2023-03-24,342318
2023-03-27,341001
2023-03-28,340665
2023-03-29,340686
2023-03-30,340809
2023-03-31,341158
2023-04-03,342462
2023-04-04,345925
2023-04-05,346675
2023-04-06,346485
2023-04-10,344851
2023-04-11,344881
2023-04-12,345477
2023-04-13,346292
2023-04-14,344831
2023-04-17,343821
2023-04-18,344290
2023-04-19,343583
2023-04-20,344575
2023-04-24,344915
2023-04-25,345600
2023-04-26,345987
2023-04-27,345105
2023-04-28,345725
2023-05-02,345996
2023-05-03,347811
2023-05-04,348841
2023-05-05,347834
2023-05-08,347649
2023-05-09,347254
2023-05-10,348017
2023-05-11,348260
2023-05-12,347356
2023-05-15,347093
2023-05-16,346284
2023-05-17,345875
2023-05-18,344651
2023-05-19,344490
2023-05-22,344070
2023-05-23,343796
2023-05-24,343697
2023-05-25,342473
2023-05-26,341576
2023-05-29,341766
2023-05-30,343065
2023-05-31,343489
2023-06-01,344611
2023-06-02,345023
2023-06-05,344588
2023-06-06,344471
2023-06-07,343893
2023-06-09,344550
2023-06-12,344324
2023-06-13,344357
2023-06-14,344665
2023-06-15,345091
2023-06-16,345070
2023-06-19,344938
2023-06-20,345203
2023-06-21,344827
2023-06-22,344573
2023-06-23,344545
2023-06-26,344904
2023-06-27,344465
2023-06-28,344447
2023-06-29,343473
2023-06-30,343620
2023-07-03,343567
2023-07-04,343649
2023-07-05,343118
2023-07-06,341525
2023-07-07,342655
2023-07-10,343001
2023-07-11,343475
2023-07-12,345494
2023-07-13,346776
2023-07-14,346975
2023-07-17,346675
2023-07-18,347431
2023-07-19,346849
2023-07-20,345856
2023-07-21,345981
2023-07-24,345983
2023-07-25,345520
2023-07-26,345780
2023-07-27,344956
2023-07-28,345312
2023-07-31,345476
2023-08-01,344235
2023-08-02,343620
2023-08-03,343559
2023-08-04,344439
2023-08-07,344661
2023-08-08,344855
2023-08-09,344977
2023-08-10,344735
2023-08-11,343501
2023-08-14,342863
2023-08-15,342746
2023-08-16,342386
2023-08-17,341755
2023-08-18,342257
2023-08-21,341540
2023-08-22,341522
2023-08-23,342732
2023-08-24,342515
2023-08-25,341798
2023-08-28,342218
2023-08-29,343332
2023-08-30,344172
2023-08-31,344177
2023-09-01,343702
2023-09-04,343711
2023-09-05,342614
2023-09-06,341781
2023-09-08,342523
2023-09-11,342517
2023-09-12,342367
2023-09-13,342464
2023-09-14,342713
2023-09-15,342200
2023-09-18,342083
2023-09-19,342052
2023-09-20,342342
2023-09-21,340948
2023-09-22,341251
2023-09-25,340633
2023-09-26,340107
2023-09-27,339701
2023-09-28,339272
2023-09-29,340324
2023-10-02,338968
2023-10-03,337963
2023-10-04,338339
2023-10-05,338986
2023-10-06,338888
2023-10-09,339115
2023-10-10,340642
2023-10-11,340981
2023-10-13,340382
2023-10-16,340430
2023-10-17,339513
2023-10-18,338642
2023-10-19,338482
2023-10-20,339583
2023-10-23,339798
2023-10-24,339894
2023-10-25,339550
2023-10-26,339578
2023-10-27,340273
2023-10-30,340394
2023-10-31,340247
2023-11-01,340792
2023-11-03,343883
2023-11-06,343426
2023-11-07,343275
2023-11-08,343506
2023-11-09,343216
2023-11-10,342557
2023-11-13,342316
2023-11-14,345063
2023-11-16,345540
2023-11-17,345605
2023-11-20,345901
2023-11-21,346753
2023-11-22,346036
2023-11-23,346157
2023-11-24,346104
2023-11-27,346796
2023-11-28,347903
2023-11-29,349064
2023-11-30,348406
2023-12-01,349072
2023-12-04,348882
2023-12-05,349576
2023-12-06,349732
2023-12-07,349891
2023-12-08,348795
2023-12-11,348388
2023-12-12,348996
2023-12-13,349721
2023-12-14,353483
2023-12-15,353143
2023-12-18,352543
2023-12-19,353248
2023-12-20,353406
2023-12-21,353938
2023-12-22,354174
2023-12-26,354177
2023-12-27,355214
2023-12-28,355352
2023-12-29,355034
2024-01-02,354071
2024-01-03,353544
2024-01-04,353520
2024-01-05,353906
2024-01-08,353967
2024-01-09,353416
2024-01-10,353653
2024-01-11,353571
2024-01-12,354916
2024-01-15,354793
2024-01-16,353684
2024-01-17,352462
2024-01-18,352582
2024-01-19,352629
2024-01-22,353119
2024-01-23,352659
2024-01-24,353014
2024-01-25,353108
2024-01-26,353105
2024-01-29,353423
2024-01-30,353498
2024-01-31,355066
2024-02-01,355756
2024-02-02,353620
2024-02-05,352129
2024-02-06,352866
2024-02-07,353318
2024-02-08,352569
2024-02-09,352418
2024-02-14,351234
2024-02-15,351762
2024-02-16,351347
2024-02-19,351397
2024-02-20,352373
2024-02-21,351893
2024-02-22,351669
2024-02-23,351944
2024-02-26,352040
2024-02-27,352043
2024-02-28,352010
2024-02-29,352705
2024-03-01,353291
2024-03-04,353423
2024-03-05,354078
2024-03-06,354662
2024-03-07,355027
2024-03-08,355847
2024-03-11,355615
2024-03-12,355010
2024-03-13,354841
2024-03-14,353834
2024-03-15,353548
2024-03-18,353373
2024-03-19,353569
2024-03-20,353879
2024-03-21,354373
2024-03-22,354536
2024-03-25,354428
2024-03-26,354374
2024-03-27,354899
2024-03-28,355008
2024-04-01,353974
2024-04-02,353904
2024-04-03,354152
2024-04-04,354763
2024-04-05,354616
2024-04-08,354188
2024-04-09,354798
2024-04-10,352975
2024-04-11,352230
2024-04-12,352839
2024-04-15,351796
2024-04-16,351557
2024-04-17,351850
2024-04-18,351813
2024-04-19,351917
2024-04-22,351761
2024-04-23,352235
2024-04-24,351885
2024-04-25,351539
2024-04-26,351805
2024-04-29,352453
2024-04-30,351599
2024-05-02,352608
2024-05-03,353889
2024-05-06,354319
2024-05-07,354626
2024-05-08,354225
2024-05-09,354438
2024-05-10,354470
2024-05-13,354542
2024-05-14,355014
2024-05-15,356419
2024-05-16,356448
2024-05-17,356191
2024-05-20,356017
2024-05-21,356330
2024-05-22,355992
2024-05-23,355060
2024-05-24,355339
2024-05-27,355573
2024-05-28,355667
2024-05-29,354406
2024-05-31,355560
2024-06-03,356576
2024-06-04,357069
2024-06-05,357497
2024-06-06,357843
2024-06-07,356291
2024-06-10,355917
2024-06-11,356150
2024-06-12,358242
2024-06-13,357789
2024-06-14,358091
2024-06-17,357548
2024-06-18,358116
2024-06-19,358207
2024-06-20,357962
2024-06-21,357869
2024-06-24,358072
2024-06-25,358112
2024-06-26,357371
2024-06-27,357963
2024-06-28,357827
2024-07-01,356972
2024-07-02,357421
2024-07-03,358554
2024-07-04,358562
2024-07-05,359527
2024-07-08,359546
2024-07-09,359262
2024-07-10,359695
2024-07-11,361230
2024-07-12,361413
2024-07-15,361731
2024-07-16,361913
2024-07-17,362230
2024-07-18,362317
2024-07-19,361368
2024-07-22,361261
2024-07-23,361475
2024-07-24,361907
2024-07-25,361665
2024-07-26,361948
2024-07-29,362121
2024-07-30,362220
2024-07-31,363282
2024-08-01,364304
2024-08-02,366356
2024-08-05,366751
2024-08-06,365776
2024-08-07,365067
2024-08-08,365211
2024-08-09,365760
2024-08-12,365954
2024-08-13,367023
2024-08-14,367582
2024-08-15,366347
2024-08-16,366858
2024-08-19,367652
2024-08-20,368375
2024-08-21,368997
2024-08-22,368187
2024-08-23,369504
2024-08-26,369756
2024-08-27,369531
2024-08-28,369578
2024-08-29,369286
2024-08-30,369214
2024-09-02,369152
2024-09-03,369150
2024-09-04,368472
2024-09-05,368984
2024-09-06,369769
2024-09-09,369339
2024-09-10,369785
2024-09-11,370260
2024-09-12,370017
2024-09-13,371009
2024-09-16,371538
2024-09-17,371197
2024-09-18,370865
2024-09-19,371293
2024-09-20,371135
2024-09-23,371436
2024-09-24,372125
2024-09-25,371852
2024-09-26,371905
2024-09-27,372123
2024-09-30,372016
2024-10-01,372219
2024-10-02,371558
2024-10-03,370981
2024-10-04,369327
2024-10-07,368451
2024-10-08,368283
2024-10-09,368026
2024-10-10,367961
2024-10-11,368347
2024-10-14,368220
2024-10-15,368400
2024-10-16,368634
2024-10-17,367993
2024-10-18,368455
2024-10-21,367551
2024-10-22,367303
2024-10-23,366606
2024-10-24,367202
2024-10-25,367148
2024-10-28,366382
2024-10-29,366186
2024-10-30,366762
2024-10-31,366096
2024-11-01,365907
2024-11-04,366455
2024-11-05,366105
2024-11-06,364637
2024-11-07,366061
2024-11-08,366133
2024-11-11,365451
2024-11-12,364264
2024-11-13,364103
2024-11-14,363892
2024-11-18,360049
2024-11-19,360705
2024-11-21,360638
2024-11-22,360470
2024-11-25,361206
2024-11-26,361196
2024-11-27,362198
2024-11-28,362199
2024-11-29,363003
2024-12-02,362623
2024-12-03,362737
2024-12-04,363140
2024-12-05,363183
2024-12-06,363624
2024-12-09,363765
2024-12-10,363304
2024-12-11,363457
2024-12-12,363012
2024-12-13,362225
2024-12-16,358060
2024-12-17,357118
2024-12-18,352224
2024-12-19,347052
2024-12-20,347644
2024-12-23,339112
2024-12-24,331945
2024-12-26,332081
2024-12-27,332306
2024-12-30,329537
2024-12-31,329730
2025-01-02,327676
2025-01-03,327596
2025-01-06,327656
2025-01-07,327152
2025-01-08,326948
2025-01-09,327048
2025-01-10,326184
2025-01-13,325462
2025-01-14,325819
2025-01-15,327213
2025-01-16,327911
2025-01-17,327915
2025-01-20,328276
2025-01-21,328740
2025-01-22,326829
2025-01-23,326517
2025-01-24,327502
2025-01-27,327877
2025-01-28,327613
2025-01-29,327823
2025-01-30,328276
2025-01-31,328303
2025-02-03,328200
2025-02-04,328516
2025-02-05,329765
2025-02-06,329258
2025-02-07,328905
2025-02-10,329160
2025-02-11,328826
2025-02-12,328036
2025-02-13,329201
2025-02-14,330209
2025-02-17,330163
2025-02-18,329837
2025-02-19,329654
2025-02-20,330857
2025-02-21,331160
2025-02-24,331659
2025-02-25,332289
2025-02-26,332370
2025-02-27,332092
2025-02-28,332508
2025-03-05,333902
2025-03-06,333522
2025-03-07,334322
2025-03-10,334403
2025-03-11,334644
2025-03-12,334112
2025-03-13,334332
2025-03-14,334400
2025-03-17,334855
2025-03-18,334788
2025-03-19,334667
2025-03-20,335345
2025-03-21,335241
2025-03-24,334626
2025-03-25,334905
2025-03-26,334567
2025-03-27,334735
2025-03-28,335662
2025-03-31,336157
2025-04-01,336581
2025-04-02,336924
2025-04-03,338951
2025-04-04,338601
2025-04-07,336912
2025-04-08,336117
2025-04-09,336449
2025-04-10,337282
2025-04-11,336872
2025-04-14,338206
2025-04-15,338734
2025-04-16,339607
2025-04-17,339894
2025-04-22,340517
2025-04-23,339603
2025-04-24,340323
2025-04-25,340507
2025-04-28,341217
2025-04-29,341787
2025-04-30,340789
2025-05-02,339206
2025-05-05,339387
2025-05-06,340211
2025-05-07,340523
2025-05-08,339614
2025-05-09,339561
2025-05-12,337670
2025-05-13,337896
2025-05-14,337565
2025-05-15,338073
2025-05-16,339378
2025-05-19,339813
2025-05-20,340083
2025-05-21,340277
2025-05-22,339869
2025-05-23,341018
2025-05-26,369779
2025-05-27,341000
2025-05-28,340649
2025-05-29,341390
2025-05-30,341459
2025-06-02,342238
2025-06-03,341857
2025-06-04,342551
2025-06-05,342392
2025-06-06,341369
2025-06-09,341533
2025-06-10,341692
2025-06-11,342195
2025-06-12,343358
2025-06-13,343014
2025-06-16,343184
2025-06-17,342870
2025-06-18,343328
2025-06-20,343079
2025-06-23,343805
2025-06-24,344300
2025-06-25,344195
2025-06-26,345216
2025-06-27,343951
2025-06-30,344440
2025-07-01,344695
2025-07-02,346791
2025-07-03,346305
2025-07-04,346420
2025-07-07,345891
2025-07-08,345438
2025-07-09,345772
2025-07-10,345902
2025-07-11,345719
2025-07-14,345506
2025-07-15,344907
2025-07-16,345253
2025-07-17,345254
2025-07-18,345714
2025-07-21,346676
2025-07-22,347261
2025-07-23,346991
2025-07-24,346404
2025-07-25,345996
2025-07-28,345650
2025-07-29,345796
2025-07-30,345428
2025-07-31,345111
2025-08-01,346511
2025-08-04,348423
2025-08-05,348591
2025-08-06,348761
2025-08-07,348853
2025-08-08,348624
2025-08-11,348409
2025-08-12,348551
2025-08-13,349511
2025-08-14,348877
2025-08-15,348871
2025-08-18,348434
2025-08-19,348586
2025-08-20,348855
2025-08-21,348216
2025-08-22,349599
2025-08-25,349458
2025-08-26,349688
2025-08-27,349784
2025-08-28,350500
2025-08-29,350767
2025-09-01,350863
2025-09-02,350414
2025-09-03,353885
2025-09-04,354002
2025-09-05,355573
2025-09-08,355940
2025-09-09,355719
2025-09-10,355866
2025-09-11,356147
2025-09-12,355708
2025-09-15,356456
2025-09-16,356844
2025-09-17,356865
2025-09-18,355970
2025-09-19,355814
2025-09-22,356235
2025-09-23,356476
2025-09-24,355947
2025-09-25,355151
2025-09-26,355429
2025-09-29,356325
2025-09-30,356582
2025-10-01,356965
2025-10-02,357035
2025-10-03,357427
2025-10-06,357422
2025-10-07,357373
2025-10-08,357592
2025-10-09,357096
2025-10-10,357446
2025-10-13,358049
2025-10-14,358576
2025-10-15,359262
2025-10-16,359758
2025-10-17,359859
2025-10-20,360441
2025-10-21,359530
2025-10-22,358912
2025-10-23,359316
2025-10-24,359207
2025-10-27,358624
2025-10-28,358746
2025-10-29,357841
2025-10-30,356742
2025-10-31,357103
2025-11-03,356981
2025-11-04,357870
2025-11-05,357310
2025-11-06,358199
2025-11-07,358544
2025-11-10,358906
2025-11-11,359228
2025-11-12,359916
2025-11-13,359951
2025-11-14,359184
2025-11-17,358780
2025-11-18,358791
2025-11-19,358808
2025-11-21,358579
2025-11-24,358968
2025-11-25,359695
2025-11-26,360157
2025-11-27,360186
2025-11-28,360578
2025-12-01,360430
2025-12-02,360124
2025-12-03,360825
2025-12-04,360731
2025-12-05,360681
2025-12-08,359855
2025-12-09,360072
2025-12-10,360017
2025-12-11,361444
2025-12-12,361229
2025-12-15,361810
2025-12-16,361939
2025-12-17,361868
2025-12-18,362245
2025-12-19,361994
2025-12-22,362569
2025-12-23,360917
2025-12-24,361446
2025-12-26,361521
2025-12-29,360494
2025-12-30,358664
2025-12-31,358234
2026-01-02,358153
2026-01-05,358991
2026-01-06,359102
2026-01-07,359094
2026-01-08,359027
2026-01-09,359267
2026-01-12,359984
2026-01-13,359892
2026-01-14,360223
2026-01-15,359809
2026-01-16,359541
2026-01-19,360291
2026-01-20,360717
2026-01-21,361228
2026-01-22,361493
2026-01-23,362393
2026-01-26,364044
2026-01-27,364532
2026-01-28,365785
2026-01-29,365651
2026-01-30,364367
2026-02-02,361490
2026-02-03,366298
2026-02-04,366160
2026-02-05,365933
2026-02-06,366883
2026-02-09,368199
2026-02-10,368507
2026-02-11,368434
2026-02-12,368942
2026-02-13,368774
2026-02-18,368439
2026-02-19,368414
2026-02-20,368756
2026-02-23,369943
2026-02-24,369722
2026-02-25,370119
2026-02-26,370367
2026-02-27,371074
2026-03-02,370360
2026-03-03,370640
2026-03-04,371407
2026-03-05,370247
2026-03-06,370522
2026-03-09,370427
2026-03-10,371807
2026-03-11,370531
2026-03-12,369681
2026-03-13,368267
2026-03-16,368735
2026-03-17,368388
2026-03-18,367418
2026-03-19,365477
2026-03-20,364703
2026-03-23,362632
2026-03-24,362655
2026-03-25,363899
2026-03-26,361436
2026-03-27,361500
2026-03-30,361208
2026-03-31,362002
2026-04-01,363861
2026-04-02,364745
2026-04-06,364692
2026-04-07,364610
2026-04-08,366911
2026-04-09,367003
2026-04-10,366931
2026-04-13,366478
2026-04-14,368105
2026-04-15,368134
2026-04-16,368117
2026-04-17,369150
2026-04-20,368520
2026-04-22,367657
2026-04-23,367493
2026-04-24,367601
2026-04-27,367458
2026-04-28,366564
2026-04-29,366003
2026-04-30,366913
2026-05-04,366214
2026-05-05,370254
2026-05-06,371887
2026-05-07,372171
2026-05-08,372117
2026-05-11,372121
2026-05-12,371041
2026-05-13,371096
2026-05-14,371168
2026-05-15,368947
2026-05-18,369035
2026-05-19,368107
2026-05-20,369059
2026-05-21,368870
2026-05-22,369024
2026-05-25,369763
2026-05-26,369779
2026-05-27,369717
2026-05-28,370182
2026-05-29,371137
2026-06-01,369936
2026-06-02,372686
2026-06-03,371835
2026-06-05,370497
2026-06-08,370345
2026-06-09,370234
2026-06-10,369521
2026-06-11,369275
2026-06-12,370705
2026-06-15,371992
2026-06-16,372009
2026-06-17,372031
2026-06-18,370421
2026-06-19,369868
2026-06-22,369708
2026-06-23,369275
2026-06-24,367716
2026-06-25,368395
2026-06-26,368929
2026-06-29,368691
2026-06-30,367558
2026-07-01,367608
2026-07-02,370414
2026-07-03,370626
2026-07-06,370468
2026-07-07,370276
2026-07-08,368856
2026-07-09,369981
2026-07-10,370055
2026-07-13,368992
2026-07-14,369706
2026-07-15,369856
2026-07-16,369580
2026-07-17,369825
2026-07-20,369450
